x1i10hfl href,x168nmei src,x193iq5w,x1lliihq,x1lliihq (2),x1lliihq (3),x193iq5w (2)
https://www.facebook.com/marketplace/item/528304313391688/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/488924356_122200954670263792_1016542710618449941_n.jpg?stp=c224.0.1344.1344a_dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=946e27&_nc_ohc=YxFRYUcdgdgQ7kNvwGycesB&_nc_oc=Adn0RU89LWk9zmuHyca5SJauCCuYHdrPnKzCQ6yHI-N3auohj1OSZUumgw_T4jC0ZJ8&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=7n9-B9Sd59KQdurqpzy2vA&oh=00_AfKb8oG35ARZAf5CQ07y0pJ_9TCINTjaOnu0nt8qtVkLrQ&oe=682C8A29,"CA$2,200",2008 Mitsubishi lancer,"Springwater, ON",315K km,"CA$2,500"
https://www.facebook.com/marketplace/item/679307084693810/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496148133_29579245265055820_858427903566136724_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=k3xjOCHbVsIQ7kNvwGZthPY&_nc_oc=AdmyXMjQ0nGJ-QNYv8Z02ReLc_Qyx2abQuY5uKHZqe5uV8fA4EbBz-ybiEcAqtmkYog&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=7n9-B9Sd59KQdurqpzy2vA&oh=00_AfJd3kmWJq36rzovvtPng2kjcW0OjZVyZaTuDh0s7_mDnw&oe=682C8DE4,"CA$8,500",2015 Mitsubishi lancer,"Toronto, ON",200K km,
https://www.facebook.com/marketplace/item/1208099344048728/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/494130806_3100350123465064_8208760007695332376_n.jpg?stp=c256.0.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=mjJsKDsKycIQ7kNvwF3iflG&_nc_oc=AdlBiI-YHTK_XIz5Hi_m6WauZ7qFtJt5_rEAcyfXjrMOsBFGzmHD1kWskLRqKyLIgTc&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=7n9-B9Sd59KQdurqpzy2vA&oh=00_AfK0Y7eA2WUZeEup5ru4mt2QKpErL2NOA2Cw9TcjOsr_qw&oe=682C85C0,"CA$9,800",2012 Toyota matrix,"Whitby, ON",91K km,
https://www.facebook.com/marketplace/item/1406018177407406/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497555677_4180897978808344_7198792034275911293_n.jpg?stp=c256.0.1537.1537a_dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Ci4AByE-0fMQ7kNvwF3MCaT&_nc_oc=AdnPCiFcoQd_qgLxuTz8sJafI6LLdzbwQ_ogacLtY5UIjOhsN2WBz3a8yBCCuHurmqY&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=7n9-B9Sd59KQdurqpzy2vA&oh=00_AfJBPCP6uM3GJ_GnWzXsFwx6ZeLPpKLJqK0eugM59wmySg&oe=682C8175,"CA$8,500",2003 Subaru wrx,"Cambridge, ON",223K km,
https://www.facebook.com/marketplace/item/1700716094069159/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/441340135_10161619392464123_5390157219704906007_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=obo14WhEaeMQ7kNvwFp4iQo&_nc_oc=AdlB9ea2uVE7qEHEBryYPpQnD9w11TQ-zTHRX9KlnJnnyR7J0hvpDh7FHoAqABnirfQ&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=7n9-B9Sd59KQdurqpzy2vA&oh=00_AfJ9zur7eeTHl2IIv1L7FueXBCNVYSryfIfTvcSWS94URA&oe=682C90B9,"CA$8,500",1993 Suzuki wagon r,"Clarington, ON",14K km,"CA$11,500"
https://www.facebook.com/marketplace/item/678626511700268/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495352110_10224357391115960_3378212748338313936_n.jpg?stp=c256.0.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=H985qLmf3soQ7kNvwEKGmq1&_nc_oc=Admm6cnr-qvEe1_wqwkzAUlooxHSsjcMb1_jHaQ4rzIRnEEZHVbOtLuJvtSVAECYKy8&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=7n9-B9Sd59KQdurqpzy2vA&oh=00_AfJyF_0IGPYUhJz6iG-Q4H0Y9o4_z9vzeBNmTKq05bZ-tQ&oe=682C79B7,"CA$8,000",2015 Ford focus,"Tiny, ON",136K km,"CA$8,500"
https://www.facebook.com/marketplace/item/695812543344409/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497762239_122154555614463184_6937045120375857216_n.jpg?stp=c0.169.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=T1OpmGN3lA0Q7kNvwG2osFV&_nc_oc=AdkT8FKbgKwBKw4tD815P6ZamL4ZIsxNOsg56GvPFXbu5nrQ-bx42KnRf8AO-TVvzGs&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=7n9-B9Sd59KQdurqpzy2vA&oh=00_AfIdECqTPowRWPRTxFWHYJU_7RiSv7KGL5pVg6tUpTd_2Q&oe=682C8E3A,"CA$6,500",2010 Audi cabriolet,"Toronto, ON",315K km,
https://www.facebook.com/marketplace/item/542293602041562/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495367849_10163138088704406_6734294346570195106_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=3YHPjDv_r2kQ7kNvwHkSivg&_nc_oc=AdnGqPBAYUjSaG6SsmozxCw7l0jKSI0Lv9DXU28ds1yYqti_jOXAZNzgv6oBrmK1w6A&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=7n9-B9Sd59KQdurqpzy2vA&oh=00_AfIalfIbqwVQozES4guLAvmKT65B6PslHpfXPouhNK-ubw&oe=682C9120,"CA$2,350",2007 Mazda mazda3,"Burlington, ON",208K km,
https://www.facebook.com/marketplace/item/994904199202957/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/481001736_580944804947212_2659428139586528058_n.jpg?stp=c101.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=RHTExugDMWcQ7kNvwFIExps&_nc_oc=Adm9IgWWSXY6wphauJh92LQfGc-OBa9dY--aU3daOQqXPTZHd2d8ATMY7GOJs83Y5rY&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=7n9-B9Sd59KQdurqpzy2vA&oh=00_AfKxe2dsCsvAwkus0FZ2o6MoTdnq5Y536OXRCwqr6B7KDw&oe=682C77AB,Free,2000 Ram 5500 crew cab & chassis,"Hamilton, ON",1K km,
https://www.facebook.com/marketplace/item/1185470609973672/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/491405458_659800700104402_7039264235565303045_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=A8WSl1STzFsQ7kNvwH02X00&_nc_oc=AdkRbYT3gnT9K3i93SLoXzrA7ll1w3h8NO0vPnCfla7xLQ5FecQyvSP545fkpjlAmbg&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=7n9-B9Sd59KQdurqpzy2vA&oh=00_AfKvBuUKh8lifQ940DTvWjTYp1bKc-7jd2IF8trhoAYz_g&oe=682C7984,CA$900,2012 Ford focus,"Barrie, ON",300K km,"CA$2,000"
https://www.facebook.com/marketplace/item/1588043988518654/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/485630044_2083462238848165_4516638579274875433_n.jpg?stp=c0.169.1537.1537a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=946e27&_nc_ohc=H42bxzO9AHEQ7kNvwGANN_s&_nc_oc=AdnawT8FQOkiTCblbbUL2QlQq5tTIX_c-WfF99Z1tJKBu7vPnR_Htz3cwrjZ3Pq5hoQ&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfKIV-EMuW6YIl_Ic_RC6ttIK-vee0Ns_TSgtAIA3Rmfkg&oe=682CA7C0,"CA$4,800",2014 Hyundai accent,"New Tecumseth, ON",150K km,"CA$5,500"
https://www.facebook.com/marketplace/item/1308296604632310/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495373491_3166945983457528_4307950894784214916_n.jpg?stp=c205.0.1638.1638a_dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=ZUws7gmO3twQ7kNvwF7KDUK&_nc_oc=Adk2adgLTghKIfKzQmLmtvzicfEDgsTlXkdVkk5I7A0_zrE1ZvMdPs_0rUrx6SwDvyU&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfLU2urgVfsDlbgu3EjZCbDnQIjIbCxrlkh4tdUwg5CA_w&oe=682C73A2,CA$220,2018 Audi a4,"Oakville, ON",112K km,
https://www.facebook.com/marketplace/item/9008218029257165/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/473205474_8996279350427831_4325133496281857854_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=4MzfkJ0vWnUQ7kNvwGdLk7L&_nc_oc=AdloqyPZArg-j3WswtOkDZfuH6RsJwt-_Bhiae-POxYnywyHMyY8D7D8zsynsOhSDoU&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfIbmzsqRJu2vSLVyyckX6RteBJE4DynYtzWjZE18QlK7g&oe=682C9591,"CA$7,900",2016 Kia forte sx,"Halton Hills, ON",170K km,
https://www.facebook.com/marketplace/item/1037069694459988/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495421928_1057687796312332_4677065764155269597_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=fo4m893yjGkQ7kNvwH5PpIA&_nc_oc=Adlq9bhkwhuVjRA6IJKJ9_fJm9pMiDmFrFQUza_H5NNx4eoyK9BObFLKcqueLiwC1k4&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfKkNXpXadYODyFuWChyhG1dEyUofOfSogHfsG3bgAXlgg&oe=682C7F88,"CA$13,999",2014 Honda fit,"Hamilton, ON",85K km,
https://www.facebook.com/marketplace/item/10000818580033760/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495963449_3941486512768985_1992479336978199868_n.jpg?stp=c270.0.485.485a_dst-jpg_s261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=946e27&_nc_ohc=gxv78lBlXRwQ7kNvwFUyhW8&_nc_oc=AdmOX3LnRFUuE1YbD0ZQdbx2dkP1JIU77RGlmXBFw_Qps8RVfHNTX33oXkDQCTmfY2A&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfIzYowYk-mQD2EZGUHA6f-F5zifHJ0vH2je6YsPtIyx1A&oe=682C7C44,"CA$3,000",2012 Ford focus,"Brampton, ON",260K km,"CA$4,000"
https://www.facebook.com/marketplace/item/679216714860003/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496184739_1691855955029031_5388860222739815222_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=5PTvY8kH31cQ7kNvwG7tu1q&_nc_oc=AdmCpZeVDcaci8pJn6fpdjiMxruukSdvbhL3TI0Q9SJ0b-g4ykWp9u52l0gQPUISEik&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfJJ_l7_XTZ6WoWbq1H1cQQpoQa2JZIf6aCdsPE1UKE-tw&oe=682C9766,"CA$5,000",2008 Honda accord,"Toronto, ON",260K km,
https://www.facebook.com/marketplace/item/9869940999748149/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497490197_2495511547484922_1811679100826218595_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=-oVF91XvRtYQ7kNvwFnmc7g&_nc_oc=AdlOUjLVRq1fhk16dftS3qmRzmthzGiCUloBMq89JmlK30oO63SpqmFZPOd7Un6MZcU&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfLDqMjWRz-NxyP-Nqj4tCXNBVlzJYX9uZ_v5ywg6OF40w&oe=682C8DE2,"CA$12,000",2012 Honda civic,"Niagara Falls, ON",150K km,
https://www.facebook.com/marketplace/item/3983800335219910/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495273215_10171499993800066_4734413531387658137_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=cm9dKlqn260Q7kNvwEwThxq&_nc_oc=AdnIi_OY_psjhc1kepInnLbhuges5C-fwelbJ2VDADDOAsjZrdrLZaWQOJyAgq15EgQ&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfKXT5IRqKfQNsYRS96HUPBFG9c9pypEqdovBkjHHS6F4g&oe=682C80ED,"CA$7,500",1986 Jaguar xj,"Oshawa, Ontario",132K km,"CA$9,000"
https://www.facebook.com/marketplace/item/969664165279988/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495731660_3040852016076276_4854141438342963614_n.jpg?stp=c0.169.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=KYEI2Vdea3EQ7kNvwFaaTbR&_nc_oc=AdkNRHqwYX-DN6r6FpHsMJhW7XeY8bdEN4lK4XX8OlFdqIBhpidtcoQjm3fcbFRqYak&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfJX7qN02AdjYbgqtu6uVIi_5w0wSssQ2CFIeGk4l1a2Lg&oe=682C784E,"CA$5,800",2007 Toyota camry,"Brampton, ON",195K km,
https://www.facebook.com/marketplace/item/1050777943602810/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/494531931_2352107298494466_1027902842741135138_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=7iAl6m8OrOIQ7kNvwGJ4hIB&_nc_oc=Adng0WHbv-9gXmol--HBmfPUBHBATbq3PCF1GlGMUdqErBxDR5XESKZm60sIbo03SSc&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfIB7Wzw3IgLpAaZBA60LelYamXwwc7mfKh9ZNBjQ14CgA&oe=682C7631,"CA$3,000",2012 Chevrolet cruze,"Mississauga, ON",300K km,
https://www.facebook.com/marketplace/item/556622037490914/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496463487_1465436178158803_994552005971275817_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=FP8DIKBeOR4Q7kNvwERTUFv&_nc_oc=AdnNnriQT2TU1woQg7jVldMRBNiQ9HDEgrrilQJu7I3E1Bmt7qSZnnf5LDN7ZNAYzG0&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfKN7f1HsGLKdWkohBcuysoXzacSjhFT8SDTQawcH8LVTA&oe=682C9016,"CA$3,000",2010 Ford focus,"Hamilton, ON",212K km,
https://www.facebook.com/marketplace/item/520597054464133/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495336063_9624711480981826_5758835663547406711_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=vr09ILK9wX0Q7kNvwFzWu_z&_nc_oc=Adno9pIKu0t9_U8XUqoeyerGqYRg_jkD6PlnCAYuiMbGnj201jv06Eiqmn8RryHyCTg&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfI6e-9rLvMSLus2KR-bWmR_kNqyokqI5l1BLTgh2_q6Hw&oe=682C8C22,"CA$2,200",2004 Lexus es330,"Toronto, ON",343K km,
https://www.facebook.com/marketplace/item/693279969731799/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495915273_10237177863004342_1627935009173443717_n.jpg?stp=c0.169.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=ZbX3ocIq7LMQ7kNvwE1nEO5&_nc_oc=Adl6WrKZ5RXttG0C8CtotuU5BKXxl7bLwaJFMtHJQRkJzRy_Lp7Q_fu71u_DZWRdCys&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfKe9Btjzn5mzyEuAMEjxA-ECR323ec3Yk9h0GLV-Y7fpQ&oe=682C92CB,"CA$3,000",2010 Jeep liberty,"Brantford, ON",203K km,
https://www.facebook.com/marketplace/item/1361457545002862/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495214894_1186599522941349_4523192016290877759_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Amln7mjlJL4Q7kNvwGcZKLi&_nc_oc=AdmpxBBaQvaFiln1p6ZMDl31hzW8gjlXBOsLy4aIZRHKzeTEA2haSNqNXs6nw7hUllY&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfIN4drYkWFTZdkjg1md3kJ-_pfPtfCY6f6lnmnKLYTCsA&oe=682C7431,"CA$4,249",2010 Mazda mazda3,"Barrie, ON",198K km,"CA$4,649"
https://www.facebook.com/marketplace/item/699555119146471/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495388339_2491757837826712_5263052100640922338_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=WgwUWWnr21YQ7kNvwGWWLbz&_nc_oc=AdnEov9qg4QWlSuKIlCKwkg1fbRld50r71axO86M_OED77j-_4r4NZnHvnUv27KjoPw&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfL5f2JrHVPJ1g-lIIpFH_DQTnPzWHL6YVFZrAEkIHz-_Q&oe=682C9F85,"CA$1,500",2009 Mazda mazda3,"Brampton, ON",242K km,
https://www.facebook.com/marketplace/item/1217089799798748/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495252707_10230993125634167_9199123626617091862_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Apl6ZtZTSSoQ7kNvwHstoWY&_nc_oc=AdljY_k-XOIFrwn48frubTA-DOej3JFGzyB5JQskIRuU2_4bVDDVlgDR_es9-u2Rys8&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfJbKpDWsEElZk_lFGPugNTDoqYJooEenYt5qCXEik5HFA&oe=682C8583,"CA$1,599",2010 Subaru impreza,"East Gwillimbury, ON",235K km,"CA$1,999"
https://www.facebook.com/marketplace/item/2069747060155861/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/484576697_991213239177924_2007458717596846910_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=247b10&_nc_ohc=hxzAtDI0mPQQ7kNvwEeRjx0&_nc_oc=AdmmNYNaxU7PaSaCJwmqncMU8RzRuUs0KpAu8vCRlsUAOSal1Tlm2pwRrZqm0XIerg4&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfIkiGUBDY2PbDyE7tqWKeUslvJZeL81izVKY-tLtiH-dg&oe=682C7445,"CA$12,995",2017 Toyota corolla SE,"Toronto, ON",225K km,
https://www.facebook.com/marketplace/item/710624521650184/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495175854_2837424689774502_7308349166692296672_n.jpg?stp=c117.0.847.847a_dst-jpg_s261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=3SptBUH7A_IQ7kNvwE0IAD8&_nc_oc=AdkIs7l8maEpIuO9wynJeY0CXe6SYPBjF6MwI1Nwzut5HHgmdZbuAgXUokwHchcBDsU&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfJvRfDf7cLPk1ikTbPASej8oFjT5qVlUsoAMWHghL6KlA&oe=682C76F9,"CA$8,450",2014 Audi a4,"Hamilton, ON",174K km,
https://www.facebook.com/marketplace/item/4214565235454956/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495173328_122128494668698006_4198499456558412310_n.jpg?stp=c440.0.720.720a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=TBu1IGyslK4Q7kNvwHs1bav&_nc_oc=Adn_6O2VaGL2nvimWfQH6MDStcyyHVo5vgzEMs_ExRKYCCGbdU2u-_QabTWwB3OXRbA&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=rKvhh4jlWkxrVE_l172yjQ&oh=00_AfKaZUVB-Bu2KYomdmx6cN_ZC8VJ4NU5mAkqz36rHMe8EQ&oe=682C9B6E,"CA$8,800",2014 Toyota corolla,"London, ON",251K km,
